Date,Governorate,Cases,Deaths,CFR (%),Attack Rate (per 1000),COD Gov English,COD Gov Arabic,COD Gov Pcode
2017-06-07,Hajjah,11224,130,1.20,5.060,Hajjah,حجة,17
2017-06-07,Al-Hudaydah,11128,74,0.70,3.330,Al Hudaydah,الحديدة,18
2017-06-07,Amran,11124,94,0.80,7.270,Amran,عمران,29
2017-06-07,Sana'a,9194,59,0.60,7.350,Sana'a,صنعاء,23
2017-06-07,Taizz,7227,55,0.80,2.380,Taizz,تعز,15
2017-06-07,Al Mahwit,6196,68,1.10,8.140,Al Mahwit,المحويت,27
2017-06-07,Ibb,6041,111,1.80,1.970,Ibb,إب,11
2017-06-07,Dhamar,4845,55,1.10,2.280,Dhamar,ذمار,20
2017-06-07,Al Bayda,4250,14,0.30,5.520,Al Bayda,البيضاء,14
2017-06-07,Al Dhale'e,3428,19,0.60,4.550,Al Dhale'e,الضالع,30
2017-06-07,Aden,2961,23,0.80,3.100,Aden,عدن,24
2017-06-07,Abyan,2171,17,0.80,3.550,Abyan,أبين,12
2017-06-07,Raymah,1525,25,1.60,2.410,Raymah,ريمة,31
2017-06-07,Lahj,724,5,0.70,0.690,Lahj,لحج,25
2017-06-07,Al_Jawf,513,5,1.00,0.790,Al Jawf,الجوف,16
2017-06-07,Ma'areb,245,1,0.40,0.680,Marib,مأرب,26
2017-06-07,Sa'ada,125,0,0.00,0.140,Sa'ada,صعدة,22
2017-06-07,Shabwah,12,0,0.00,0.020,Shabwah,شبوة,21
2017-06-04,Amanat Al Asimah,16386,37,0.20,4.950,Amanat Al Asimah,أمانة العاصمة,13
2017-06-04,Hajjah,9864,102,1.00,4.440,Hajjah,حجة,17
2017-06-04,Amran,9500,90,0.90,6.210,Amran,عمران,29
2017-06-04,Al-Hudaydah,9330,59,0.60,2.790,Al Hudaydah,الحديدة,18
2017-06-04,Sana'a,7992,56,0.70,6.390,Sana'a,صنعاء,23
2017-06-04,Taizz,5608,48,0.90,1.850,Taizz,تعز,15
2017-06-04,Al Mahwit,5514,63,1.10,7.250,Al Mahwit,المحويت,27
2017-06-04,Ibb,4274,85,2.00,1.390,Ibb,إب,11
2017-06-04,Dhamar,4060,52,1.30,1.910,Dhamar,ذمار,20
2017-06-04,Al Bayda,3837,13,0.30,4.980,Al Bayda,البيضاء,14
2017-06-04,Aden,2960,23,0.80,3.090,Aden,عدن,24
2017-06-04,Al Dhale'e,2802,14,0.50,3.720,Al Dhale'e,الضالع,30
2017-06-04,Abyan,1920,16,0.80,3.140,Abyan,أبين,12
2017-06-04,Raymah,1141,15,1.30,1.800,Raymah,ريمة,31
2017-06-04,Lahj,520,2,0.40,0.490,Lahj,لحج,25
2017-06-04,Al_Jawf,433,5,1.20,0.670,Al Jawf,الجوف,16
2017-06-04,Ma'areb,151,1,0.70,0.420,Marib,مأرب,26
2017-06-04,Sa'ada,118,0,0.00,0.130,Sa'ada,صعدة,22
2017-06-04,Shabwah,12,0,0.00,0.020,Shabwah,شبوة,21
2017-05-30,Amanat Al Asimah,13700,36,0.30,4.140,Amanat Al Asimah,أمانة العاصمة,13
2017-05-30,Hajjah,7143,70,1.00,3.220,Hajjah,حجة,17
2017-05-30,Amran,6977,76,1.10,4.560,Amran,عمران,29
2017-05-30,Al-Hudaydah,6865,41,0.60,2.050,Al Hudaydah,الحديدة,18
2017-05-30,Sana'a,6224,50,0.80,4.980,Sana'a,صنعاء,23
2017-05-30,Al Mahwit,4246,50,1.20,1.450,Al Mahwit,المحويت,27
2017-05-30,Taizz,4399,38,0.90,5.580,Taizz,تعز,15
2017-05-30,Dhamar,3033,44,1.50,4.070,Dhamar,ذمار,20
2017-05-30,Al Bayda,3136,11,0.40,1.430,Al Bayda,البيضاء,14
2017-05-30,Al Dhale'e,2371,11,0.50,0.840,Al Dhale'e,الضالع,30
2017-05-30,Ibb,2567,57,2.20,3.150,Ibb,إب,11
2017-05-30,Abyan,1587,16,1.00,2.600,Abyan,أبين,12
2017-05-30,Aden,1171,16,1.40,1.220,Aden,عدن,24
2017-05-30,Raymah,902,9,1.00,1.420,Raymah,ريمة,31
2017-05-30,Lahj,471,2,0.40,0.450,Lahj,لحج,25
2017-05-30,Al_Jawf,334,4,1.20,0.510,Al Jawf,الجوف,16
2017-05-30,Ma'areb,114,1,0.90,0.320,Marib,مأرب,26
2017-05-30,Sa'ada,106,0,0.00,0.120,Sa'ada,صعدة,22
2017-05-30,Shabwah,11,0,0.00,0.020,Shabwah,شبوة,21
2017-05-27,Amanat Al Asimah,12544,36,0.30,3.790,Amanat Al Asimah,أمانة العاصمة,13
2017-05-27,Hajjah,5980,62,1.00,2.690,Hajjah,حجة,17
2017-05-27,Amran,5972,57,1.00,3.900,Amran,عمران,29
2017-05-27,Sana'a,5383,46,0.90,4.300,Sana'a,صنعاء,23
2017-05-27,Al Mahwit,3594,45,1.30,4.720,Al Mahwit,المحويت,27
2017-05-27,Taizz,3394,30,0.90,1.120,Taizz,تعز,15
2017-05-27,Al Bayda,2536,8,0.30,3.290,Al Bayda,البيضاء,14
2017-05-27,Dhamar,2507,41,1.60,1.180,Dhamar,ذمار,20
2017-05-27,Al-Hudaydah,2463,40,1.60,0.740,Al Hudaydah,الحديدة,18
2017-05-27,Ibb,2177,57,2.60,0.710,Ibb,إب,11
2017-05-27,Al Dhale'e,1919,9,0.50,2.550,Al Dhale'e,الضالع,30
2017-05-27,Abyan,1365,15,1.10,2.230,Abyan,أبين,12
2017-05-27,Aden,793,12,1.50,0.830,Aden,عدن,24
2017-05-27,Raymah,761,8,1.10,1.200,Raymah,ريمة,31
2017-05-27,Lahj,328,1,0.30,0.310,Lahj,لحج,25
2017-05-27,Al_Jawf,271,3,1.10,0.420,Al Jawf,الجوف,16
2017-05-27,Sa'ada,86,0,0.00,0.100,Sa'ada,صعدة,22
2017-05-27,Ma'areb,59,1,1.70,0.160,Marib,مأرب,26
2017-05-27,Shabwah,8,0,0.00,0.010,Shabwah,شبوة,21
2017-05-22,Amanat Al Asimah,9216,33,0.40,2.790,Amanat Al Asimah,أمانة العاصمة,13
2017-05-22,Hajjah,4664,42,0.90,2.100,Hajjah,حجة,17
2017-05-22,Sana'a,3815,39,1.00,3.050,Sana'a,صنعاء,23
2017-05-22,Amran,3743,45,1.20,2.450,Amran,عمران,29
2017-05-22,Al Mahwit,2486,34,1.40,3.270,Al Mahwit,المحويت,27
2017-05-22,Taizz,1791,23,1.30,0.590,Taizz,تعز,15
2017-05-22,Dhamar,1617,33,2.00,0.760,Dhamar,ذمار,20
2017-05-22,Al Bayda,1498,6,0.40,1.950,Al Bayda,البيضاء,14
2017-05-22,Al Dhale'e,1401,8,0.60,1.860,Al Dhale'e,الضالع,30
2017-05-22,Al-Hudaydah,1397,32,2.30,0.420,Al Hudaydah,الحديدة,18
2017-05-22,Ibb,1378,37,2.70,0.450,Ibb,إب,11
2017-05-22,Abyan,1068,10,0.90,1.750,Abyan,أبين,12
2017-05-22,Raymah,549,4,0.70,0.870,Raymah,ريمة,31
2017-05-22,Aden,489,12,2.50,0.510,Aden,عدن,24
2017-05-22,Al_Jawf,189,3,1.60,0.290,Al Jawf,الجوف,16
2017-05-22,Lahj,168,0,0.00,0.160,Lahj,لحج,25
2017-05-22,Ma'areb,2,0,0.00,0.010,Marib,مأرب,26
